document_id,query_id,question_type,parser,chunker,dimension,n_chunks,vector_bytes,passage_encode_s,latency_ms,evidence_recall@1,hit@1,full@1,evidence_recall@3,hit@3,full@3,evidence_recall@5,hit@5,full@5,evidence_recall@10,hit@10,full@10,mrr,ndcg@5,ndcg@10,evidence_coverage,n_matched@10,doc_query_key,recall_10
D1,D1-Q001,exact_fact,normal,advanced,64,175,44800,4.662495374679565,24.503469467163086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q001,1.0
D1,D1-Q002,temporal,normal,advanced,64,175,44800,4.662495374679565,19.970417022705078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q002,1.0
D1,D1-Q003,list_membership,normal,advanced,64,175,44800,4.662495374679565,19.99211311340332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.606751848269771,1.0426720080650584,1.0,11,D1::D1-Q003,1.0
D1,D1-Q004,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.57280731201172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q004,1.0
D1,D1-Q005,exact_fact,normal,advanced,64,175,44800,4.662495374679565,19.083738327026367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q005,1.0
D1,D1-Q006,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.371105194091797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,1.0,1,D1::D1-Q006,1.0
D1,D1-Q007,paraphrase,normal,advanced,64,175,44800,4.662495374679565,19.434690475463867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.3562071871080222,1.0,1,D1::D1-Q007,1.0
D1,D1-Q008,exact_fact,normal,advanced,64,175,44800,4.662495374679565,20.065784454345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D1::D1-Q008,0.0
D1,D1-Q009,list_membership,normal,advanced,64,175,44800,4.662495374679565,19.372940063476562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q009,1.0
D1,D1-Q010,exact_fact,normal,advanced,64,175,44800,4.662495374679565,20.006179809570312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q010,1.0
D1,D1-Q011,exact_fact,normal,advanced,64,175,44800,4.662495374679565,19.39105987548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D1::D1-Q011,0.0
D1,D1-Q012,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.924951553344727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D1::D1-Q012,0.0
D1,D1-Q013,list_membership,normal,advanced,64,175,44800,4.662495374679565,19.07944679260254,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.9385574520455129,0.9385574520455129,0.6666666666666666,2,D1::D1-Q013,0.6666666666666666
D1,D1-Q014,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.398284912109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q014,1.0
D1,D1-Q015,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.610715866088867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q015,1.0
D1,D1-Q016,list_membership,normal,advanced,64,175,44800,4.662495374679565,18.294572830200195,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7039180890341347,0.7039180890341347,1.0,3,D1::D1-Q016,1.0
D1,D1-Q017,exact_fact,normal,advanced,64,175,44800,4.662495374679565,19.002437591552734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,1.0,1,D1::D1-Q017,1.0
D1,D1-Q018,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.687009811401367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q018,1.0
D1,D1-Q019,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,20.856857299804688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q019,1.0
D1,D1-Q020,procedural,normal,advanced,64,175,44800,4.662495374679565,25.94280242919922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q020,1.0
D1,D1-Q021,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,19.734621047973633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q021,1.0
D1,D1-Q022,numerical,normal,advanced,64,175,44800,4.662495374679565,26.18098258972168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q022,1.0
D1,D1-Q023,negation,normal,advanced,64,175,44800,4.662495374679565,21.90542221069336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,1.0,1,D1::D1-Q023,1.0
D1,D1-Q024,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,23.884057998657227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q024,1.0
D1,D1-Q025,negation,normal,advanced,64,175,44800,4.662495374679565,26.974201202392578,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q025,1.0
D1,D1-Q026,paraphrase,normal,advanced,64,175,44800,4.662495374679565,22.945165634155273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q026,1.0
D1,D1-Q027,exact_fact,normal,advanced,64,175,44800,4.662495374679565,21.04043960571289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q027,1.0
D1,D1-Q028,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,22.541046142578125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q028,1.0
D1,D1-Q029,exact_fact,normal,advanced,64,175,44800,4.662495374679565,28.607845306396484,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1,D1::D1-Q029,1.0
D1,D1-Q030,exact_fact,normal,advanced,64,175,44800,4.662495374679565,22.161483764648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D1::D1-Q030,0.0
D1,D1-Q031,negation,normal,advanced,64,175,44800,4.662495374679565,24.595260620117188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q031,1.0
D1,D1-Q032,temporal,normal,advanced,64,175,44800,4.662495374679565,23.987770080566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.3333333333333333,1.0,1,D1::D1-Q032,1.0
D1,D1-Q033,exact_fact,normal,advanced,64,175,44800,4.662495374679565,21.7592716217041,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q033,1.0
D1,D1-Q034,negation,normal,advanced,64,175,44800,4.662495374679565,18.89181137084961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q034,1.0
D1,D1-Q035,numerical,normal,advanced,64,175,44800,4.662495374679565,18.8291072845459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q035,1.0
D1,D1-Q036,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,20.09105682373047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,0.0,0.2890648263178879,1.0,1,D1::D1-Q036,1.0
D1,D1-Q037,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,18.733501434326172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q037,1.0
D1,D1-Q038,negation,normal,advanced,64,175,44800,4.662495374679565,18.242359161376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.3333333333333333,1.0,1,D1::D1-Q038,1.0
D1,D1-Q039,exact_fact,normal,advanced,64,175,44800,4.662495374679565,18.692731857299805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q039,1.0
D1,D1-Q040,exact_fact,normal,advanced,64,175,44800,4.662495374679565,20.117759704589844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q040,1.0
D1,D1-Q041,negation,normal,advanced,64,175,44800,4.662495374679565,24.29056167602539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q041,1.0
D1,D1-Q042,exact_fact,normal,advanced,64,175,44800,4.662495374679565,23.540019989013672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q042,1.0
D1,D1-Q043,list_membership,normal,advanced,64,175,44800,4.662495374679565,24.30891990661621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q043,1.0
D1,D1-Q044,exact_fact,normal,advanced,64,175,44800,4.662495374679565,24.936437606811523,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q044,1.0
D1,D1-Q045,exact_fact,normal,advanced,64,175,44800,4.662495374679565,23.482561111450195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q045,1.0
D1,D1-Q046,procedural,normal,advanced,64,175,44800,4.662495374679565,25.578975677490234,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q046,1.0
D1,D1-Q047,numerical,normal,advanced,64,175,44800,4.662495374679565,25.844573974609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q047,1.0
D1,D1-Q048,negation,normal,advanced,64,175,44800,4.662495374679565,24.36518669128418,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q048,1.0
D1,D1-Q049,procedural,normal,advanced,64,175,44800,4.662495374679565,22.433996200561523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q049,1.0
D1,D1-Q050,procedural,normal,advanced,64,175,44800,4.662495374679565,24.738311767578125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q050,1.0
D1,D1-Q051,list_membership,normal,advanced,64,175,44800,4.662495374679565,24.265050888061523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4078361780682693,1.4078361780682693,1.0,3,D1::D1-Q051,1.0
D1,D1-Q052,negation,normal,advanced,64,175,44800,4.662495374679565,23.021221160888672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q052,1.0
